customer_id,segment,country,onboarding_date,kyc_status
CUS007821,RETAIL,IN,2023-10-25,VERIFIED
CUS007822,RETAIL,IN,2023-04-22,VERIFIED
CUS007823,RETAIL,IN,2022-09-06,VERIFIED
CUS007824,SME,AE,2022-09-21,VERIFIED
CUS007825,RETAIL,IN,2021-10-29,VERIFIED
CUS007826,RETAIL,IN,2021-03-20,VERIFIED
CUS007827,RETAIL,SG,2021-11-27,PENDING
CUS007828,RETAIL,SG,2024-08-09,VERIFIED
CUS007829,RETAIL,IN,2023-05-22,VERIFIED
CUS007830,RETAIL,IN,2023-02-23,VERIFIED
CUS007831,RETAIL,IN,2022-08-04,VERIFIED
CUS007832,RETAIL,IN,2021-04-30,VERIFIED
CUS007833,RETAIL,SG,2023-04-17,VERIFIED
CUS007834,SME,IN,2023-09-02,VERIFIED
CUS007835,RETAIL,IN,2021-07-22,VERIFIED
CUS007836,RETAIL,IN,2022-03-02,VERIFIED
CUS007837,RETAIL,IN,2023-03-31,VERIFIED
CUS007838,RETAIL,IN,2021-06-11,VERIFIED
CUS007839,RETAIL,AE,2023-11-05,VERIFIED
CUS007840,RETAIL,IN,2024-01-31,PENDING
CUS007841,SME,AE,2024-12-03,VERIFIED
CUS007842,RETAIL,IN,2024-09-10,VERIFIED
CUS007843,RETAIL,SG,2021-09-09,VERIFIED
CUS007844,RETAIL,IN,2024-09-18,PENDING
CUS007845,SME,IN,2022-01-27,VERIFIED
CUS007846,RETAIL,IN,2024-09-21,VERIFIED
CUS007847,SME,IN,2024-02-14,VERIFIED
CUS007848,RETAIL,AE,2023-08-30,VERIFIED
CUS007849,RETAIL,SG,2024-03-07,VERIFIED
CUS007850,SME,SG,2024-07-09,VERIFIED
CUS007851,RETAIL,IN,2021-03-19,VERIFIED
CUS007852,RETAIL,IN,2023-06-14,VERIFIED
CUS007853,RETAIL,SG,2023-05-20,VERIFIED
CUS007854,SME,SG,2022-02-11,VERIFIED
CUS007855,SME,IN,2021-07-02,VERIFIED
CUS007856,RETAIL,SG,2023-11-11,VERIFIED
CUS007857,SME,IN,2023-04-08,VERIFIED
CUS007858,RETAIL,AE,2023-03-02,VERIFIED
CUS007859,RETAIL,IN,2024-01-03,VERIFIED
CUS007860,RETAIL,IN,2024-07-07,VERIFIED
CUS007861,RETAIL,AE,2021-06-22,VERIFIED
CUS007862,RETAIL,IN,2022-04-30,VERIFIED
CUS007863,SME,IN,2022-05-27,VERIFIED
CUS007864,RETAIL,IN,2023-10-15,VERIFIED
CUS007865,SME,IN,2022-06-22,VERIFIED
CUS007866,RETAIL,AE,2024-06-26,VERIFIED
CUS007867,RETAIL,AE,2024-07-20,VERIFIED
CUS007868,SME,IN,2021-05-06,VERIFIED
CUS007869,RETAIL,AE,2024-02-16,VERIFIED
CUS007870,RETAIL,SG,2022-01-20,VERIFIED
CUS007871,RETAIL,AE,2023-12-09,VERIFIED
CUS007872,RETAIL,IN,2022-07-03,VERIFIED
CUS007873,RETAIL,IN,2022-08-29,VERIFIED
CUS007874,RETAIL,IN,2022-03-26,VERIFIED
CUS007875,RETAIL,IN,2021-05-07,VERIFIED
CUS007876,RETAIL,SG,2023-05-17,VERIFIED
CUS007877,RETAIL,IN,2021-09-07,VERIFIED
CUS007878,SME,IN,2023-11-11,VERIFIED
CUS007879,RETAIL,SG,2021-04-23,VERIFIED
CUS007880,SME,IN,2023-02-02,VERIFIED
CUS007881,SME,IN,2021-10-08,VERIFIED
CUS007882,RETAIL,SG,2021-11-03,VERIFIED
CUS007883,SME,AE,2022-07-28,VERIFIED
CUS007884,RETAIL,IN,2021-04-23,VERIFIED
CUS007885,RETAIL,AE,2022-06-01,VERIFIED
CUS007886,SME,AE,2022-09-07,VERIFIED
CUS007887,SME,SG,2024-01-13,VERIFIED
CUS007888,RETAIL,IN,2023-07-25,REJECTED
CUS007889,RETAIL,SG,2024-12-24,VERIFIED
CUS007890,RETAIL,SG,2022-04-02,VERIFIED
CUS007891,SME,IN,2022-09-05,VERIFIED
CUS007892,RETAIL,AE,2022-05-02,VERIFIED
CUS007893,RETAIL,AE,2022-08-05,VERIFIED
CUS007894,RETAIL,IN,2024-01-21,VERIFIED
CUS007895,RETAIL,SG,2021-03-04,VERIFIED
CUS007896,RETAIL,IN,2023-05-03,VERIFIED
CUS007897,RETAIL,SG,2022-04-28,VERIFIED
CUS007898,RETAIL,SG,2024-06-28,VERIFIED
CUS007899,RETAIL,IN,2022-09-19,VERIFIED
CUS007900,RETAIL,IN,2023-06-18,VERIFIED
CUS007901,RETAIL,IN,2021-06-13,VERIFIED
CUS007902,RETAIL,AE,2022-01-30,VERIFIED
CUS007903,RETAIL,IN,2021-06-03,VERIFIED
CUS007904,RETAIL,AE,2023-10-20,VERIFIED
CUS007905,RETAIL,IN,2022-06-22,VERIFIED
CUS007906,RETAIL,IN,2022-07-30,VERIFIED
CUS007907,RETAIL,AE,2024-01-16,VERIFIED
CUS007908,SME,IN,2023-10-01,VERIFIED
CUS007909,SME,IN,2022-06-02,VERIFIED
CUS007910,RETAIL,IN,2024-06-10,VERIFIED
CUS007911,RETAIL,IN,2023-06-21,VERIFIED
CUS007912,RETAIL,IN,2022-03-01,VERIFIED
CUS007913,RETAIL,IN,2021-10-12,VERIFIED
CUS007914,RETAIL,IN,2022-09-29,VERIFIED
CUS007915,SME,IN,2022-06-09,PENDING
CUS007916,RETAIL,IN,2021-11-03,VERIFIED
CUS007917,SME,IN,2024-02-13,VERIFIED
CUS007918,RETAIL,IN,2022-05-27,VERIFIED
CUS007919,RETAIL,AE,2022-03-08,VERIFIED
CUS007920,RETAIL,IN,2021-11-14,VERIFIED
CUS007921,RETAIL,IN,2022-09-03,VERIFIED
CUS007922,SME,IN,2024-05-30,VERIFIED
CUS007923,RETAIL,AE,2024-10-23,VERIFIED
CUS007924,RETAIL,SG,2022-08-25,VERIFIED
CUS007925,SME,AE,2023-12-11,VERIFIED
CUS007926,RETAIL,AE,2023-08-06,VERIFIED
CUS007927,RETAIL,SG,2023-03-27,VERIFIED
CUS007928,RETAIL,AE,2022-02-21,VERIFIED
CUS007929,RETAIL,IN,2023-08-24,VERIFIED
CUS007930,SME,AE,2022-10-12,VERIFIED
CUS007931,RETAIL,AE,2023-02-04,VERIFIED
CUS007932,RETAIL,AE,2024-10-18,VERIFIED
CUS007933,RETAIL,IN,2022-05-10,VERIFIED
CUS007934,RETAIL,SG,2022-12-17,VERIFIED
CUS007935,RETAIL,IN,2024-02-27,VERIFIED
CUS007936,RETAIL,IN,2022-02-24,VERIFIED
CUS007937,RETAIL,IN,2024-08-15,VERIFIED
CUS007938,RETAIL,IN,2023-12-31,VERIFIED
CUS007939,RETAIL,SG,2024-02-02,VERIFIED
CUS007940,RETAIL,IN,2022-06-30,VERIFIED
CUS007941,RETAIL,IN,2021-03-18,VERIFIED
CUS007942,RETAIL,IN,2021-10-12,VERIFIED
CUS007943,RETAIL,SG,2024-06-22,VERIFIED
CUS007944,RETAIL,SG,2024-10-02,VERIFIED
CUS007945,RETAIL,SG,2021-12-24,VERIFIED
CUS007946,RETAIL,IN,2022-10-15,VERIFIED
CUS007947,RETAIL,SG,2023-08-18,VERIFIED
CUS007948,RETAIL,SG,2021-08-08,VERIFIED
CUS007949,RETAIL,IN,2024-04-27,VERIFIED
CUS007950,RETAIL,IN,2024-07-09,VERIFIED
CUS007951,RETAIL,IN,2023-02-02,VERIFIED
CUS007952,SME,IN,2023-12-22,PENDING
CUS007953,RETAIL,IN,2024-02-11,PENDING
CUS007954,RETAIL,IN,2022-08-09,VERIFIED
CUS007955,RETAIL,IN,2023-11-02,VERIFIED
CUS007956,RETAIL,IN,2022-10-05,VERIFIED
CUS007957,RETAIL,IN,2022-10-31,VERIFIED
CUS007958,RETAIL,SG,2021-12-18,VERIFIED
CUS007959,RETAIL,IN,2021-04-06,VERIFIED
CUS007960,RETAIL,IN,2022-08-05,VERIFIED
CUS007961,RETAIL,SG,2023-11-27,VERIFIED
CUS007962,SME,IN,2022-10-18,VERIFIED
CUS007963,RETAIL,IN,2023-02-26,VERIFIED
CUS007964,RETAIL,IN,2023-04-10,VERIFIED
CUS007965,RETAIL,IN,2023-09-07,VERIFIED
CUS007966,SME,IN,2024-09-14,VERIFIED
CUS007967,SME,IN,2024-01-22,VERIFIED
CUS007968,RETAIL,IN,2022-09-27,VERIFIED
CUS007969,RETAIL,IN,2024-09-25,VERIFIED
CUS007970,SME,AE,2024-05-27,VERIFIED
CUS007971,RETAIL,IN,2022-10-26,VERIFIED
CUS007972,RETAIL,IN,2021-03-09,VERIFIED
CUS007973,RETAIL,IN,2024-05-13,VERIFIED
CUS007974,RETAIL,SG,2024-09-14,VERIFIED
CUS007975,RETAIL,SG,2023-08-31,VERIFIED
CUS007976,RETAIL,SG,2024-09-17,PENDING
CUS007977,RETAIL,IN,2021-07-27,VERIFIED
CUS007978,RETAIL,IN,2021-12-26,VERIFIED
CUS007979,RETAIL,SG,2024-07-22,VERIFIED
CUS007980,RETAIL,IN,2024-08-13,VERIFIED
CUS007981,RETAIL,AE,2022-12-06,VERIFIED
CUS007982,RETAIL,IN,2023-06-14,VERIFIED
CUS007983,SME,IN,2022-05-07,PENDING
CUS007984,RETAIL,IN,2021-06-13,VERIFIED
CUS007985,RETAIL,IN,2023-09-22,VERIFIED
CUS007986,SME,AE,2021-12-25,VERIFIED
CUS007987,RETAIL,IN,2023-09-23,VERIFIED
CUS007988,RETAIL,IN,2024-02-11,VERIFIED
CUS007989,RETAIL,IN,2021-04-14,VERIFIED
CUS007990,SME,AE,2024-01-16,VERIFIED
CUS007991,RETAIL,IN,2024-06-15,VERIFIED
CUS007992,RETAIL,AE,2022-09-25,VERIFIED
CUS007993,RETAIL,AE,2022-09-21,VERIFIED
CUS007994,SME,IN,2023-02-20,VERIFIED
CUS007995,SME,AE,2024-09-01,VERIFIED
CUS007996,RETAIL,AE,2024-07-22,VERIFIED
CUS007997,RETAIL,IN,2022-02-06,VERIFIED
CUS007998,RETAIL,IN,2024-05-24,VERIFIED
CUS007999,RETAIL,IN,2023-12-12,VERIFIED
CUS008000,RETAIL,SG,2021-12-04,VERIFIED
CUS008001,SME,IN,2023-09-16,VERIFIED
CUS008002,RETAIL,SG,2023-09-07,VERIFIED
CUS008003,SME,IN,2021-06-29,VERIFIED
CUS008004,RETAIL,IN,2021-12-10,VERIFIED
CUS008005,SME,IN,2022-04-16,VERIFIED
CUS008006,RETAIL,SG,2024-04-11,VERIFIED
CUS008007,RETAIL,IN,2023-11-30,VERIFIED
CUS008008,SME,SG,2022-09-15,VERIFIED
CUS008009,RETAIL,IN,2021-10-15,VERIFIED
CUS008010,SME,IN,2023-01-25,VERIFIED
CUS008011,RETAIL,IN,2022-02-25,VERIFIED
CUS008012,SME,AE,2023-10-03,VERIFIED
CUS008013,SME,IN,2023-08-09,VERIFIED
CUS008014,RETAIL,SG,2022-09-02,VERIFIED
CUS008015,RETAIL,IN,2022-10-31,VERIFIED
CUS008016,RETAIL,SG,2024-07-11,VERIFIED
CUS008017,RETAIL,IN,2023-07-07,VERIFIED
CUS008018,RETAIL,IN,2021-09-20,VERIFIED
CUS008019,RETAIL,IN,2022-12-17,VERIFIED
CUS008020,RETAIL,IN,2022-02-26,VERIFIED
CUS008021,RETAIL,IN,2021-11-01,VERIFIED
CUS008022,RETAIL,IN,2023-11-27,VERIFIED
CUS008023,SME,IN,2024-02-08,VERIFIED
CUS008024,SME,AE,2022-10-12,VERIFIED
CUS008025,RETAIL,IN,2023-03-02,VERIFIED
CUS008026,RETAIL,AE,2021-07-18,VERIFIED
CUS008027,RETAIL,IN,2024-04-21,VERIFIED
CUS008028,RETAIL,IN,2023-05-21,VERIFIED
CUS008029,RETAIL,IN,2024-10-25,VERIFIED
CUS008030,RETAIL,IN,2023-08-12,VERIFIED
CUS008031,RETAIL,IN,2022-10-02,VERIFIED
CUS008032,RETAIL,AE,2021-12-10,PENDING
CUS008033,RETAIL,SG,2021-10-08,VERIFIED
CUS008034,RETAIL,IN,2024-12-31,VERIFIED
CUS008035,RETAIL,IN,2021-08-30,VERIFIED
CUS008036,RETAIL,IN,2022-05-17,VERIFIED
CUS008037,SME,IN,2024-03-25,VERIFIED
CUS008038,RETAIL,IN,2024-03-05,VERIFIED
CUS008039,RETAIL,IN,2022-01-10,VERIFIED
CUS008040,RETAIL,IN,2022-05-06,VERIFIED
CUS008041,RETAIL,IN,2024-03-19,VERIFIED
CUS008042,RETAIL,SG,2023-04-29,VERIFIED
CUS008043,RETAIL,IN,2021-09-18,VERIFIED
CUS008044,RETAIL,IN,2024-12-04,VERIFIED
CUS008045,RETAIL,AE,2023-01-17,VERIFIED
CUS008046,RETAIL,AE,2021-08-27,VERIFIED
CUS008047,RETAIL,IN,2024-12-27,VERIFIED
CUS008048,RETAIL,IN,2022-11-28,VERIFIED
CUS008049,SME,SG,2022-11-11,VERIFIED
CUS008050,RETAIL,IN,2023-10-20,VERIFIED
CUS008051,SME,IN,2022-12-08,VERIFIED
CUS008052,RETAIL,IN,2022-04-23,VERIFIED
CUS008053,RETAIL,IN,2023-12-01,VERIFIED
CUS008054,SME,AE,2023-02-07,VERIFIED
CUS008055,RETAIL,SG,2022-12-12,VERIFIED
CUS008056,RETAIL,AE,2024-11-14,VERIFIED
CUS008057,SME,SG,2024-03-10,VERIFIED
CUS008058,RETAIL,IN,2022-07-06,VERIFIED
CUS008059,SME,SG,2023-02-17,VERIFIED
CUS008060,RETAIL,SG,2021-04-15,VERIFIED
CUS008061,RETAIL,IN,2021-09-29,VERIFIED
CUS008062,RETAIL,IN,2024-02-26,VERIFIED
CUS008063,RETAIL,IN,2021-03-07,VERIFIED
CUS008064,SME,IN,2021-09-11,VERIFIED
CUS008065,RETAIL,IN,2023-05-24,VERIFIED
CUS008066,RETAIL,IN,2022-08-16,VERIFIED
CUS008067,SME,IN,2023-12-07,VERIFIED
CUS008068,SME,IN,2024-09-14,VERIFIED
CUS008069,RETAIL,IN,2024-02-04,VERIFIED
CUS008070,RETAIL,IN,2022-03-17,VERIFIED
CUS008071,SME,IN,2022-10-25,VERIFIED
CUS008072,RETAIL,AE,2023-04-24,VERIFIED
CUS008073,RETAIL,IN,2023-02-28,VERIFIED
CUS008074,RETAIL,IN,2021-12-17,VERIFIED
CUS008075,RETAIL,IN,2022-05-03,VERIFIED
CUS008076,SME,AE,2022-07-26,VERIFIED
CUS008077,RETAIL,SG,2023-01-31,VERIFIED
CUS008078,SME,IN,2024-12-29,VERIFIED
CUS008079,RETAIL,IN,2023-09-22,VERIFIED
CUS008080,RETAIL,SG,2024-07-09,VERIFIED
CUS008081,RETAIL,AE,2022-01-14,VERIFIED
CUS008082,SME,IN,2023-08-27,VERIFIED
CUS008083,RETAIL,IN,2024-01-25,VERIFIED
CUS008084,RETAIL,IN,2023-02-27,VERIFIED
CUS008085,RETAIL,IN,2023-03-02,VERIFIED
CUS008086,RETAIL,SG,2021-06-07,VERIFIED
CUS008087,RETAIL,AE,2024-04-26,VERIFIED
CUS008088,RETAIL,AE,2021-11-08,VERIFIED
CUS008089,RETAIL,SG,2024-03-05,PENDING
CUS008090,RETAIL,IN,2021-12-06,VERIFIED
CUS008091,RETAIL,AE,2022-12-10,VERIFIED
CUS008092,RETAIL,IN,2022-12-08,VERIFIED
CUS008093,SME,IN,2022-04-21,VERIFIED
CUS008094,SME,SG,2024-08-24,VERIFIED
CUS008095,RETAIL,IN,2021-12-12,VERIFIED
CUS008096,RETAIL,SG,2022-02-22,VERIFIED
CUS008097,RETAIL,AE,2024-03-30,VERIFIED
CUS008098,RETAIL,SG,2024-09-02,VERIFIED
CUS008099,RETAIL,SG,2022-03-26,VERIFIED
CUS008100,RETAIL,IN,2024-08-26,VERIFIED
CUS008101,RETAIL,IN,2022-10-13,VERIFIED
CUS008102,RETAIL,SG,2024-01-10,VERIFIED
CUS008103,RETAIL,IN,2022-04-02,VERIFIED
CUS008104,RETAIL,AE,2021-06-20,VERIFIED
CUS008105,RETAIL,IN,2021-10-11,VERIFIED
CUS008106,RETAIL,IN,2022-02-17,PENDING
CUS008107,RETAIL,IN,2022-07-17,VERIFIED
CUS008108,SME,SG,2024-09-16,VERIFIED
CUS008109,RETAIL,SG,2021-05-13,VERIFIED
CUS008110,RETAIL,AE,2021-06-25,VERIFIED
CUS008111,SME,IN,2024-10-06,VERIFIED
CUS008112,RETAIL,IN,2022-01-01,VERIFIED
CUS008113,RETAIL,IN,2024-08-05,VERIFIED
CUS008114,RETAIL,IN,2022-09-09,VERIFIED
CUS008115,RETAIL,IN,2024-01-18,VERIFIED
CUS008116,RETAIL,IN,2024-07-08,VERIFIED
CUS008117,RETAIL,IN,2024-02-14,VERIFIED
CUS008118,SME,IN,2023-10-11,VERIFIED
CUS008119,RETAIL,SG,2023-09-01,VERIFIED
CUS008120,RETAIL,SG,2023-11-08,VERIFIED
CUS008121,RETAIL,IN,2023-03-25,VERIFIED
CUS008122,RETAIL,IN,2022-07-20,VERIFIED
CUS008123,RETAIL,SG,2023-03-24,VERIFIED
CUS008124,RETAIL,SG,2022-10-01,VERIFIED
CUS008125,RETAIL,SG,2023-07-13,VERIFIED
CUS008126,RETAIL,IN,2023-12-10,VERIFIED
CUS008127,RETAIL,IN,2024-06-08,VERIFIED
CUS008128,SME,AE,2023-10-24,VERIFIED
CUS008129,RETAIL,IN,2024-04-07,VERIFIED
CUS008130,RETAIL,IN,2023-01-07,VERIFIED
CUS008131,RETAIL,AE,2022-06-30,VERIFIED
CUS008132,SME,IN,2021-10-06,PENDING
CUS008133,RETAIL,SG,2023-11-16,VERIFIED
CUS008134,RETAIL,AE,2024-07-09,VERIFIED
CUS008135,SME,IN,2021-11-17,VERIFIED
CUS008136,RETAIL,SG,2022-03-22,VERIFIED
CUS008137,RETAIL,IN,2023-10-16,VERIFIED
CUS008138,RETAIL,AE,2021-03-10,VERIFIED
CUS008139,RETAIL,AE,2022-07-18,VERIFIED
CUS008140,RETAIL,AE,2022-02-17,VERIFIED
CUS008141,SME,IN,2023-08-29,PENDING
CUS008142,RETAIL,SG,2023-04-24,VERIFIED
CUS008143,RETAIL,AE,2023-09-01,PENDING
CUS008144,RETAIL,SG,2022-03-14,VERIFIED
CUS008145,RETAIL,IN,2021-11-18,VERIFIED
CUS008146,RETAIL,IN,2021-09-15,VERIFIED
CUS008147,SME,AE,2023-09-24,VERIFIED
CUS008148,RETAIL,IN,2022-01-22,VERIFIED
CUS008149,SME,IN,2022-05-21,VERIFIED
CUS008150,RETAIL,AE,2024-12-15,VERIFIED
CUS008151,RETAIL,AE,2021-12-15,VERIFIED
CUS008152,RETAIL,AE,2024-07-01,VERIFIED
CUS008153,SME,IN,2024-07-06,VERIFIED
CUS008154,RETAIL,IN,2024-08-05,VERIFIED
CUS008155,RETAIL,IN,2022-11-25,VERIFIED
CUS008156,RETAIL,IN,2024-11-18,VERIFIED
CUS008157,RETAIL,AE,2023-01-26,VERIFIED
CUS008158,RETAIL,IN,2022-04-07,VERIFIED
CUS008159,SME,IN,2022-12-14,VERIFIED
CUS008160,RETAIL,IN,2023-12-24,VERIFIED
CUS008161,RETAIL,IN,2023-09-22,PENDING
CUS008162,RETAIL,AE,2022-03-28,VERIFIED
CUS008163,RETAIL,SG,2023-09-14,VERIFIED
CUS008164,RETAIL,IN,2022-06-14,VERIFIED
CUS008165,RETAIL,IN,2022-05-15,VERIFIED
CUS008166,RETAIL,IN,2022-12-30,VERIFIED
CUS008167,RETAIL,IN,2023-07-31,REJECTED
CUS008168,SME,AE,2024-10-10,VERIFIED
CUS008169,RETAIL,SG,2022-02-24,VERIFIED
CUS008170,RETAIL,IN,2023-11-01,VERIFIED
CUS008171,RETAIL,SG,2023-04-06,VERIFIED
CUS008172,RETAIL,IN,2024-11-25,VERIFIED
CUS008173,RETAIL,IN,2022-02-27,VERIFIED
CUS008174,RETAIL,IN,2021-07-07,VERIFIED
CUS008175,RETAIL,IN,2021-08-21,VERIFIED
CUS008176,RETAIL,IN,2023-10-27,PENDING
CUS008177,RETAIL,AE,2024-08-30,PENDING
CUS008178,SME,AE,2024-08-22,VERIFIED
CUS008179,SME,IN,2023-07-19,VERIFIED
CUS008180,RETAIL,SG,2024-12-29,VERIFIED
CUS008181,RETAIL,IN,2024-04-26,VERIFIED
CUS008182,SME,IN,2022-08-29,VERIFIED
CUS008183,RETAIL,IN,2024-11-04,VERIFIED
CUS008184,RETAIL,IN,2022-08-16,VERIFIED
CUS008185,RETAIL,IN,2021-09-05,VERIFIED
CUS008186,SME,AE,2021-03-11,VERIFIED
CUS008187,SME,AE,2021-04-12,VERIFIED
CUS008188,RETAIL,IN,2023-11-24,VERIFIED
CUS008189,RETAIL,SG,2022-07-13,VERIFIED
CUS008190,RETAIL,IN,2024-10-28,VERIFIED
CUS008191,RETAIL,SG,2024-02-03,VERIFIED
CUS008192,RETAIL,IN,2022-01-06,VERIFIED
CUS008193,RETAIL,IN,2024-03-21,VERIFIED
CUS008194,RETAIL,SG,2023-11-02,VERIFIED
CUS008195,RETAIL,IN,2023-06-07,VERIFIED
CUS008196,RETAIL,IN,2023-09-27,VERIFIED
CUS008197,RETAIL,IN,2022-03-03,VERIFIED
CUS008198,SME,IN,2021-07-11,VERIFIED
CUS008199,RETAIL,IN,2022-12-10,VERIFIED
CUS008200,RETAIL,IN,2022-10-19,VERIFIED
CUS008201,RETAIL,SG,2022-03-14,VERIFIED
CUS008202,SME,IN,2023-06-21,VERIFIED
CUS008203,SME,IN,2023-04-06,VERIFIED
CUS008204,RETAIL,IN,2021-05-12,VERIFIED
CUS008205,RETAIL,SG,2023-07-12,VERIFIED
CUS008206,SME,SG,2023-12-27,VERIFIED
CUS008207,RETAIL,IN,2024-12-03,PENDING
CUS008208,RETAIL,IN,2024-12-02,VERIFIED
CUS008209,SME,IN,2022-01-21,VERIFIED
CUS008210,RETAIL,IN,2024-02-13,VERIFIED
CUS008211,SME,IN,2022-03-02,VERIFIED
CUS008212,RETAIL,IN,2024-11-01,VERIFIED
CUS008213,SME,AE,2021-12-15,VERIFIED
CUS008214,SME,IN,2023-06-11,VERIFIED
CUS008215,RETAIL,SG,2021-11-16,VERIFIED
CUS008216,RETAIL,IN,2021-10-26,VERIFIED
CUS008217,RETAIL,IN,2022-10-26,VERIFIED
CUS008218,SME,AE,2021-04-07,VERIFIED
CUS008219,RETAIL,SG,2021-05-18,VERIFIED
CUS008220,RETAIL,IN,2022-04-27,VERIFIED
CUS008221,SME,SG,2023-02-13,VERIFIED
CUS008222,RETAIL,IN,2021-06-15,VERIFIED
CUS008223,RETAIL,IN,2021-04-15,VERIFIED
CUS008224,RETAIL,SG,2023-06-10,VERIFIED
CUS008225,SME,SG,2023-10-05,VERIFIED
CUS008226,RETAIL,IN,2023-11-05,VERIFIED
CUS008227,SME,AE,2021-06-02,VERIFIED
CUS008228,RETAIL,SG,2024-05-31,VERIFIED
CUS008229,SME,IN,2024-12-28,VERIFIED
CUS008230,RETAIL,IN,2023-01-31,VERIFIED
CUS008231,RETAIL,IN,2021-05-11,VERIFIED
CUS008232,SME,IN,2023-10-02,VERIFIED
CUS008233,SME,SG,2023-01-26,VERIFIED
CUS008234,RETAIL,IN,2024-08-04,VERIFIED
CUS008235,RETAIL,SG,2021-11-10,VERIFIED
CUS008236,RETAIL,IN,2021-06-07,VERIFIED
CUS008237,RETAIL,SG,2022-07-29,VERIFIED
CUS008238,RETAIL,SG,2024-07-12,VERIFIED
CUS008239,SME,SG,2024-08-17,VERIFIED
CUS008240,RETAIL,SG,2022-03-03,VERIFIED
CUS008241,RETAIL,AE,2024-07-06,VERIFIED
CUS008242,RETAIL,IN,2024-09-28,PENDING
CUS008243,RETAIL,SG,2021-08-04,VERIFIED
CUS008244,RETAIL,AE,2022-12-26,VERIFIED
CUS008245,SME,IN,2022-09-21,VERIFIED
CUS008246,RETAIL,IN,2022-06-02,VERIFIED
CUS008247,RETAIL,AE,2023-09-07,VERIFIED
CUS008248,RETAIL,IN,2024-02-08,VERIFIED
CUS008249,RETAIL,IN,2023-01-06,VERIFIED
CUS008250,RETAIL,IN,2024-09-18,VERIFIED
CUS008251,RETAIL,IN,2023-11-15,VERIFIED
CUS008252,RETAIL,IN,2022-09-24,VERIFIED
CUS008253,RETAIL,IN,2021-05-22,VERIFIED
CUS008254,RETAIL,AE,2022-09-10,VERIFIED
CUS008255,RETAIL,IN,2022-02-14,VERIFIED
CUS008256,RETAIL,IN,2023-10-23,VERIFIED
CUS008257,RETAIL,AE,2024-10-14,VERIFIED
CUS008258,RETAIL,SG,2023-07-25,VERIFIED
CUS008259,RETAIL,IN,2022-05-10,VERIFIED
CUS008260,RETAIL,IN,2024-10-30,VERIFIED
CUS008261,RETAIL,SG,2021-09-07,VERIFIED
CUS008262,RETAIL,AE,2023-11-14,VERIFIED
CUS008263,RETAIL,IN,2022-05-15,VERIFIED
CUS008264,SME,IN,2021-08-15,VERIFIED
CUS008265,RETAIL,SG,2022-08-29,PENDING
CUS008266,RETAIL,SG,2024-05-07,VERIFIED
CUS008267,RETAIL,IN,2024-01-10,VERIFIED
CUS008268,RETAIL,AE,2023-03-18,VERIFIED
CUS008269,RETAIL,SG,2021-04-02,PENDING
CUS008270,RETAIL,SG,2022-05-30,VERIFIED
CUS008271,SME,SG,2022-08-22,VERIFIED
CUS008272,RETAIL,SG,2021-12-04,VERIFIED
CUS008273,RETAIL,IN,2024-06-17,VERIFIED
CUS008274,RETAIL,IN,2024-09-10,VERIFIED
CUS008275,RETAIL,SG,2022-10-08,VERIFIED
CUS008276,RETAIL,IN,2022-09-26,VERIFIED
CUS008277,RETAIL,IN,2024-01-07,VERIFIED
CUS008278,RETAIL,IN,2022-08-07,VERIFIED
CUS008279,SME,SG,2024-06-01,VERIFIED
CUS008280,SME,SG,2024-03-31,VERIFIED
CUS008281,RETAIL,IN,2021-07-30,VERIFIED
CUS008282,RETAIL,IN,2024-11-19,VERIFIED
CUS008283,RETAIL,IN,2022-11-13,VERIFIED
CUS008284,RETAIL,AE,2021-10-07,VERIFIED
CUS008285,SME,AE,2022-04-09,VERIFIED
CUS008286,RETAIL,IN,2023-04-26,VERIFIED
CUS008287,SME,IN,2023-10-19,VERIFIED
CUS008288,RETAIL,SG,2024-10-08,VERIFIED
CUS008289,RETAIL,IN,2024-07-12,PENDING
CUS008290,SME,AE,2022-10-15,VERIFIED
CUS008291,SME,IN,2022-12-24,VERIFIED
CUS008292,SME,IN,2023-07-24,VERIFIED
CUS008293,RETAIL,IN,2023-11-19,VERIFIED
CUS008294,RETAIL,IN,2024-09-11,VERIFIED
CUS008295,RETAIL,IN,2024-07-13,VERIFIED
CUS008296,RETAIL,SG,2023-11-27,VERIFIED
CUS008297,RETAIL,IN,2021-06-18,VERIFIED
CUS008298,RETAIL,IN,2023-10-02,VERIFIED
CUS008299,SME,SG,2024-07-23,VERIFIED
CUS008300,SME,AE,2022-10-20,VERIFIED
CUS008301,RETAIL,IN,2024-07-08,VERIFIED
CUS008302,RETAIL,IN,2023-06-17,VERIFIED
CUS008303,RETAIL,IN,2022-03-19,VERIFIED
CUS008304,RETAIL,IN,2024-08-05,PENDING
CUS008305,RETAIL,SG,2021-06-19,VERIFIED
CUS008306,SME,IN,2022-07-27,VERIFIED
CUS008307,RETAIL,IN,2021-07-01,VERIFIED
CUS008308,RETAIL,SG,2022-03-18,VERIFIED
CUS008309,RETAIL,IN,2021-04-20,VERIFIED
CUS008310,RETAIL,IN,2023-01-22,VERIFIED
CUS008311,RETAIL,IN,2024-12-10,VERIFIED
CUS008312,RETAIL,AE,2024-10-05,VERIFIED
CUS008313,RETAIL,SG,2024-04-20,VERIFIED
CUS008314,RETAIL,IN,2024-08-10,VERIFIED
